#
# RSPConnections_Cobalt
#
# $Id: $
#
# List of Connections between RSP boards and the Cobalt nodes at CEP.
#
# The Core stations have two possible connections: one for 
# 1x48 HBA tiles, one for 2x24 HBA tiles. These have two separate 
# entries in this file.
#
#                IMPORTANT !!!!!! BEWARE
#
# 	The items in the seperate lines of this file must be seperated by either a SINGLE whitespace or a single tab!!!!
#	Furthermore, this file is read by PVSS controllers to fill in the database, ANY change could possibly have an impact
#	on PVSS, so please double check. In case of doubt, contact the PVSS maintainer
#
# Reroute to Cobalt, valid from 2013-10-29.
# The Cobalt machines are put behind the BG-x switches, replacing R01.
#
# The network configuration is as follows:
#
# BG0 -> cbt001
# BG0 -> cbt002
# BG1 -> cbt003
# BG1 -> cbt004
# BG2 -> cbt005
# BG2 -> cbt006
# BG3 -> cbt007
# BG3 -> cbt008
# BG2 -> cbt009

# CS001 -> BG3
CS001 RSP_0 cbt007-10GB01 10.168.102.1 A0:36:9F:1F:79:04
CS001 RSP_1 cbt007-10GB01 10.168.102.1 A0:36:9F:1F:79:04

# CS002 -> BG1
CS002 RSP_0 cbt003-10GB01 10.168.98.1 A0:36:9F:1F:78:0C
CS002 RSP_1 cbt003-10GB01 10.168.98.1 A0:36:9F:1F:78:0C

# CS003 -> BG2
CS003 RSP_0 cbt005-10GB01 10.168.100.1 A0:36:9F:1F:7B:74
CS003 RSP_1 cbt005-10GB01 10.168.100.1 A0:36:9F:1F:7B:74

# CS004 -> BG3
CS004 RSP_0 cbt008-10GB01 10.168.103.1 A0:36:9F:1F:79:00
CS004 RSP_1 cbt008-10GB01 10.168.103.1 A0:36:9F:1F:79:00

# CS005 -> BG0
CS005 RSP_0 cbt001-10GB01 10.168.96.1 A0:36:9F:1F:78:A4
CS005 RSP_1 cbt001-10GB01 10.168.96.1 A0:36:9F:1F:78:A4

# CS006 -> BG1
CS006 RSP_0 cbt004-10GB01 10.168.99.1 A0:36:9F:1F:79:94
CS006 RSP_1 cbt004-10GB01 10.168.99.1 A0:36:9F:1F:79:94

# CS007 -> BG2
CS007 RSP_0 cbt006-10GB01 10.168.101.1 A0:36:9F:1F:79:A4
CS007 RSP_1 cbt006-10GB01 10.168.101.1 A0:36:9F:1F:79:A4

# CS011 -> BG1
CS011 RSP_0 cbt003-10GB02 10.168.98.2 A0:36:9F:1F:78:0E
CS011 RSP_1 cbt003-10GB02 10.168.98.2 A0:36:9F:1F:78:0E

# CS013 -> BG2
CS013 RSP_0 cbt005-10GB02 10.168.100.2 A0:36:9F:1F:7B:76
CS013 RSP_1 cbt005-10GB02 10.168.100.2 A0:36:9F:1F:7B:76

# CS017 -> BG0
CS017 RSP_0 cbt002-10GB01 10.168.97.1 A0:36:9F:1F:73:40
CS017 RSP_1 cbt002-10GB01 10.168.97.1 A0:36:9F:1F:73:40

# CS021 -> BG0
CS021 RSP_0 cbt001-10GB02 10.168.96.2 A0:36:9F:1F:78:A6
CS021 RSP_1 cbt001-10GB02 10.168.96.2 A0:36:9F:1F:78:A6

# CS024 -> BG3
CS024 RSP_0 cbt007-10GB02 10.168.102.2 A0:36:9F:1F:79:06
CS024 RSP_1 cbt007-10GB02 10.168.102.2 A0:36:9F:1F:79:06

# CS026 -> BG1
CS026 RSP_0 cbt004-10GB02 10.168.99.2 A0:36:9F:1F:79:96
CS026 RSP_1 cbt004-10GB02 10.168.99.2 A0:36:9F:1F:79:96

# CS028 -> BG1
CS028 RSP_0 cbt003-10GB03 10.168.98.3 A0:36:9F:1F:7B:40
CS028 RSP_1 cbt003-10GB03 10.168.98.3 A0:36:9F:1F:7B:40

# CS030 -> BG2
CS030 RSP_0 cbt006-10GB02 10.168.101.2 A0:36:9F:1F:79:A6
CS030 RSP_1 cbt006-10GB02 10.168.101.2 A0:36:9F:1F:79:A6

# CS031 -> BG1
CS031 RSP_0 cbt004-10GB03 10.168.99.3 A0:36:9F:1F:7A:04
CS031 RSP_1 cbt004-10GB03 10.168.99.3 A0:36:9F:1F:7A:04

# CS032 -> BG0
CS032 RSP_0 cbt002-10GB02 10.168.97.2 A0:36:9F:1F:73:42
CS032 RSP_1 cbt002-10GB02 10.168.97.2 A0:36:9F:1F:73:42

# CS101 -> BG0
CS101 RSP_0 cbt001-10GB03 10.168.96.3 A0:36:9F:1F:7B:44
CS101 RSP_1 cbt001-10GB03 10.168.96.3 A0:36:9F:1F:7B:44

# CS103 -> BG3
CS103 RSP_0 cbt008-10GB02 10.168.103.2 A0:36:9F:1F:79:02
CS103 RSP_1 cbt008-10GB02 10.168.103.2 A0:36:9F:1F:79:02

# CS201 -> BG1
CS201 RSP_0 cbt003-10GB02 10.168.98.2 A0:36:9F:1F:78:0E
CS201 RSP_1 cbt003-10GB04 10.168.98.4 A0:36:9F:1F:7B:42

# CS301 -> BG2
